term,aliases,category,tags,note,source,version
视频通话卡顿,Video Call Lag;视频聊天卡顿,Symptom,用户体验;通信相关,**定义**: 视频通话过程中画面卡顿。 **判定口径**: FPS <20。 **常见场景**: 网络弱。 **排查路径**: 检查带宽→视频编解码。 **对策**: 优化编解码，支持自适应码率。,dictionary_v1,2025-09-28
漫游失败,Roaming Fail;网络漫游失败,Symptom,功能;通信相关,**定义**: 手机无法漫游。 **判定口径**: 漫游成功率 <95%。 **常见场景**: 出国、异网。 **排查路径**: 检查SIM配置→运营商策略。 **对策**: 增强兼容性，更新漫游表。,dictionary_v1,2025-09-28
SIM不识别,SIM卡无效;SIM Not Detected,Symptom,硬件相关;通信相关,**定义**: 插入SIM卡无效。 **判定口径**: 检测失败率 >1%。 **常见场景**: 卡托松动、触点脏污。 **排查路径**: 检查SIM座→检测电路。 **对策**: 提升卡座强度，优化接触可靠性。,dictionary_v1,2025-09-28
数据漫游异常,Data Roaming Fail;数据漫游失败,Symptom,功能;通信相关,**定义**: 数据漫游无法使用。 **判定口径**: 成功率 <95%。 **常见场景**: 国外网络。 **排查路径**: 检查基带配置→运营商兼容性。 **对策**: 增强测试覆盖，优化协议实现。,dictionary_v1,2025-09-28
短信收发失败,SMS失败;SMS Fail,Symptom,功能;通信相关,**定义**: 短信发送或接收失败。 **判定口径**: 失败率 >1%。 **常见场景**: 弱信号、漫游。 **排查路径**: 检查基带→中心号码。 **对策**: 增强网络兼容性，提示用户检查配置。,dictionary_v1,2025-09-28
彩信失败,MMS Fail;MMS失败,Symptom,功能;通信相关,**定义**: 彩信发送/接收失败。 **判定口径**: 成功率 <95%。 **常见场景**: 网络不稳定。 **排查路径**: 检查APN配置→运营商支持。 **对策**: 优化配置兼容性。,dictionary_v1,2025-09-28
VoLTE异常,VoLTE不通;VoLTE Fail,Symptom,功能;通信相关,**定义**: VoLTE功能不可用。 **判定口径**: 呼叫成功率 <95%。 **常见场景**: 网络制式切换。 **排查路径**: 检查配置→基带协议。 **对策**: 优化协议栈，增强兼容性。,dictionary_v1,2025-09-28
语音识别不准,语音识别错误;ASR Inaccuracy,Symptom,人机交互;软件相关,**定义**: 语音识别准确率低。 **判定口径**: 准确率 <90%。 **常见场景**: 方言、噪音环境。 **排查路径**: 检查算法→语料。 **对策**: 优化模型，增加噪声鲁棒性。,dictionary_v1,2025-09-28
语音助手误触发,语音助手误唤醒;Voice Assistant False Trigger,Symptom,人机交互;软件相关,**定义**: 无操作时语音助手被误触发。 **判定口径**: 误触发率 >1%。 **常见场景**: 环境噪声。 **排查路径**: 检查麦克风阵列→关键词算法。 **对策**: 优化关键词模型，增加二次确认。,dictionary_v1,2025-09-28
传感器漂移,Sensor Drift;传感器不准,Symptom,传感器;硬件相关,**定义**: 传感器数值随时间偏移。 **判定口径**: 偏差 >10%。 **常见场景**: 长时间运行。 **排查路径**: 检查校准机制→温度补偿。 **对策**: 增强校准，优化补偿算法。,dictionary_v1,2025-09-28
距离感应失效,Proximity Fail;距离传感器异常,Symptom,传感器;硬件相关,**定义**: 通话时距离感应无效。 **判定口径**: 误判率 >5%。 **常见场景**: 贴膜遮挡。 **排查路径**: 检查传感器窗口→算法。 **对策**: 增加窗口透光率，优化算法。,dictionary_v1,2025-09-28
陀螺仪异常,Gyro Fail,Symptom,传感器;硬件相关,**定义**: 陀螺仪无法正常工作。 **判定口径**: 偏差 >5°。 **常见场景**: 游戏、导航。 **排查路径**: 检查模组→校准。 **对策**: 优化算法，提升防震设计。,dictionary_v1,2025-09-28
加速度异常,加速度计失效;Accelerometer Fail,Symptom,传感器;硬件相关,**定义**: 加速度计无法正确测量。 **判定口径**: 偏差 >10%。 **常见场景**: 翻转屏幕、计步。 **排查路径**: 检查焊点→校准。 **对策**: 增加自校准，提升可靠性。,dictionary_v1,2025-09-28
磁力计不准,电子罗盘异常;Magnetometer Fail,Symptom,传感器;硬件相关,**定义**: 磁力计方向偏差大。 **判定口径**: 偏差 >15°。 **常见场景**: 地铁、金属环境。 **排查路径**: 检查磁屏蔽→算法。 **对策**: 优化补偿算法。,dictionary_v1,2025-09-28
气压计失效,Barometer Fail;气压传感器异常,Symptom,传感器;硬件相关,**定义**: 气压值不正确。 **判定口径**: 偏差 >5hPa。 **常见场景**: 高度测量。 **排查路径**: 检查传感器→校准。 **对策**: 增加温度补偿，优化算法。,dictionary_v1,2025-09-28
水痕,水渍,Symptom,制造工艺;外观,产品表面因接触水后干燥不均留下的痕迹,dictionary_v1,2025-09-28
点蚀,孔蚀,Symptom,CMF;可靠性;硬件相关,金属表面局部发生的剧烈腐蚀形成小而深的孔洞,dictionary_v1,2025-09-28
微动磨损,微振磨损,Symptom,可靠性;硬件相关;结构相关,接触面间小幅度的相对运动导致的磨损常见于连接器,dictionary_v1,2025-09-28
晶间腐蚀,晶界腐蚀,Symptom,CMF;可靠性;硬件相关,腐蚀沿金属晶粒边界进行导致材料力学性能严重下降,dictionary_v1,2025-09-28
电偶腐蚀,伽凡尼腐蚀,Symptom,CMF;可靠性;硬件相关,两种不同电位的金属在电解质中接触时电位负的金属加速腐蚀,dictionary_v1,2025-09-28
应力腐蚀开裂,SCC,Symptom,可靠性;硬件相关;结构相关,材料在拉应力和特定腐蚀介质共同作用下发生的脆性开裂,dictionary_v1,2025-09-28
缝隙腐蚀,crevice corrosion,Symptom,可靠性;硬件相关;结构相关,在金属与金属或非金属间狭窄缝隙内因环境差异引发的局部腐蚀,dictionary_v1,2025-09-28
疲劳断裂,疲劳失效,Symptom,可靠性;硬件相关;结构相关,材料在交变应力作用下经历一定循环次数后发生的断裂,dictionary_v1,2025-09-28
磨损颗粒,磨屑,Symptom,可靠性;硬件相关;结构相关,因摩擦产生的微小材料颗粒可能造成污染或卡死,dictionary_v1,2025-09-28
电化学腐蚀,电解腐蚀,Symptom,CMF;可靠性;硬件相关,在电解质溶液中因电位差形成的原电池效应导致的腐蚀,dictionary_v1,2025-09-28
Mura缺陷,显示不均;云斑,Symptom,异常现象;显示相关,屏幕亮度或色度不均匀呈现云状或斑块状的缺陷,dictionary_v1,2025-09-28
亮线暗线,Line Defect,Symptom,异常现象;显示相关,屏幕上出现的垂直或水平亮线暗线通常与驱动线路或屏幕损伤有关,dictionary_v1,2025-09-28
亮点暗点,坏点,Symptom,异常现象;显示相关,像素点常亮或不亮属于显示缺陷,dictionary_v1,2025-09-28
偏芯,Decentering;Lens Tilt,Symptom,异常现象;影像相关,镜头光学中心与传感器中心不重合导致成像锐度下降暗角,dictionary_v1,2025-09-28
杂质,Particle Contamination,Symptom,制造工艺;异常现象;影像相关,模组内部有灰尘纤维等异物成像上有黑点,dictionary_v1,2025-09-28
鬼影,Ghosting,Symptom,异常现象;影像相关,强光下图像中出现光源的反射重影与镜头镀膜和结构有关,dictionary_v1,2025-09-28
对焦迟缓,Slow Auto-Focus,Symptom,异常现象;影像相关;性能指标,相机对焦速度慢的问题,dictionary_v1,2025-09-28
解析力不足,Poor Resolution,Symptom,异常现象;影像相关;性能指标,拍摄的照片细节不清边缘模糊,dictionary_v1,2025-09-28
循环寿命短,Short Cycle Life,Symptom,可靠性;异常现象;硬件相关,电池容量随充放电循环次数增加而过快衰减,dictionary_v1,2025-09-28
内阻增大,Increased Internal Resistance,Symptom,异常现象;性能指标;硬件相关,导致电池输出电压下降充电发热严重的现象,dictionary_v1,2025-09-28
开路,Open Circuit,Symptom,异常现象;电气性能;硬件相关,电路断开电流无法通过的故障,dictionary_v1,2025-09-28
元器件立碑,Tombstoning,Symptom,SMT;制造工艺;异常现象,片式元件一端翘起脱离焊盘的贴装缺陷,dictionary_v1,2025-09-28
数据吞吐量低,Low Data Throughput,Symptom,射频相关;异常现象;通信相关,上网速度远低于理论值或预期值,dictionary_v1,2025-09-28
搜网慢,Slow Network Search,Symptom,射频相关;异常现象;通信相关,手机开机或进入新区域后寻找和注册到网络的时间过长,dictionary_v1,2025-09-28
SAR值超标,SAR Exceedance,Symptom,安全相关;射频相关;异常现象;法规,比吸收率超过法规限值对人体电磁辐射吸收过高,dictionary_v1,2025-09-28
频率误差,Frequency Error,Symptom,射频相关;异常现象;通信相关,发射信号的载波频率偏离标准值,dictionary_v1,2025-09-28
调制频谱超标,Modulation Spectrum Fail,Symptom,EMC;射频相关;异常现象;通信相关,发射信号的调制频谱超出规范模板,dictionary_v1,2025-09-28
切换失败,Handover Failure,Symptom,射频相关;异常现象;通信相关,手机在不同基站或不同制式之间切换时失败,dictionary_v1,2025-09-28
破音,Clipping;Distortion,Symptom,声学;异常现象,扬声器在大功率下因振幅过大或达到物理极限产生的失真声音,dictionary_v1,2025-09-28
杂音,Hiss;Noise,Symptom,声学;异常现象,音频信号中夹杂的非预期白噪声或本底噪声,dictionary_v1,2025-09-28
声音小,Low Sound Pressure Level,Symptom,声学;异常现象;性能指标,输出音量达不到设计规格,dictionary_v1,2025-09-28
频响曲线凹陷,Frequency Response Dip,Symptom,声学;异常现象;性能指标,频率响应曲线在特定频段出现不正常的谷值导致声音发闷或单薄,dictionary_v1,2025-09-28
相位抵消,Phase Cancellation,Symptom,声学;异常现象;性能指标,多个声源如双扬声器发出的声波因相位相反而相互削弱导致声音减弱或怪异,dictionary_v1,2025-09-28
回声,Echo,Symptom,声学;异常现象;软件相关,通话时对方能听到自己说话的回声,dictionary_v1,2025-09-28
断差,Step,Symptom,外观;异常现象;结构相关,相邻部件如屏幕与中框之间存在不应有的高度差,dictionary_v1,2025-09-28
缝隙,Gap,Symptom,外观;异常现象;结构相关,部件之间的间隙不均匀或超出设计范围,dictionary_v1,2025-09-28
松动,Loose;Rattle,Symptom,可靠性;异常现象;结构相关,部件装配不牢固受力或晃动时产生异响或位移,dictionary_v1,2025-09-28
卡扣断裂,Snap-fit Breakage,Symptom,可靠性;异常现象;结构相关,塑料卡扣在装配或使用中断裂导致部件松动,dictionary_v1,2025-09-28
热点,Hot Spot,Symptom,可靠性;异常现象;热管理,手机表面或内部特定区域温度异常偏高,dictionary_v1,2025-09-28
表面温度超标,Surface Temperature Exceedance,Symptom,可靠性;异常现象;热管理;用户体验,手机外壳温度超过安全法规或人体舒适度限值,dictionary_v1,2025-09-28
性能降频,Thermal Throttling,Symptom,异常现象;性能指标;热管理;软件相关,因温度过高系统主动降低芯片频率以控制发热导致卡顿,dictionary_v1,2025-09-28
数据漂移,Data Drift,Symptom,传感器;可靠性;异常现象,传感器输出数据随时间发生缓慢偏移偏离真实值,dictionary_v1,2025-09-28
响应延迟,Response Lag;Response Delay,Symptom,传感器;异常现象;性能指标;硬件相关,传感器检测到物理量变化到输出数据之间存在明显延迟,dictionary_v1,2025-09-28
精度不足,Poor Accuracy,Symptom,传感器;异常现象;性能指标,传感器测量值与真实值之间存在较大系统误差,dictionary_v1,2025-09-28
零点偏移,Zero Offset,Symptom,传感器;异常现象;性能指标,在输入为零时传感器输出不为零,dictionary_v1,2025-09-28
充电发热严重,Excessive Heating During Charging,Symptom,充电;安全相关;异常现象;热管理,充电时手机或充电器温度异常升高,dictionary_v1,2025-09-28
充电速度慢,Slow Charging,Symptom,充电;异常现象;性能指标,实际充电功率远低于标称快充功率,dictionary_v1,2025-09-28
无法快充,Fast Charging Not Working,Symptom,充电;功能;异常现象,手机连接支持快充的充电器后仍以标准5V电压充电,dictionary_v1,2025-09-28
充电中断,Charging Interruption,Symptom,充电;可靠性;异常现象,充电过程中断断续续无法连续充满,dictionary_v1,2025-09-28
无线充电效率低,Low Wireless Charging Efficiency,Symptom,充电;异常现象;性能指标,无线充电时能量损耗大手机发热严重且充电慢,dictionary_v1,2025-09-28
振动微弱,Weak Vibration,Symptom,人机交互;异常现象;硬件相关,振动强度不足用户体验差,dictionary_v1,2025-09-28
振动异响,Abnormal Sound During Vibration,Symptom,声学;异常现象;硬件相关,振动时伴随非预期的吱吱或哒哒声,dictionary_v1,2025-09-28
余振,After-Shock,Symptom,异常现象;性能指标;硬件相关,驱动信号停止后马达因惯性继续振动,dictionary_v1,2025-09-28
橘皮纹,Orange Peel,Symptom,CMF;外观;异常现象,涂层表面出现类似橘皮的不平整纹理,dictionary_v1,2025-09-28
颗粒感,Graininess,Symptom,CMF;外观;异常现象,涂层表面有可见的微小颗粒,dictionary_v1,2025-09-28
缩水,Sink Mark,Symptom,制造工艺;外观;异常现象,塑胶件在肉厚较大区域因冷却收缩不均导致表面凹陷,dictionary_v1,2025-09-28
熔接痕,Weld Line,Symptom,制造工艺;外观;异常现象;结构相关,两股熔融塑料流前沿相遇时因融合不良形成的线痕强度和外观均有影响,dictionary_v1,2025-09-28
刮花,Scratch,Symptom,可靠性;外观;异常现象,表面因摩擦留下的线性痕迹,dictionary_v1,2025-09-28
信号衰减,Signal Attenuation,Symptom,异常现象;性能指标;通信相关,无线信号在传输过程中强度减弱,dictionary_v1,2025-09-28
数据丢包,Packet Loss,Symptom,异常现象;性能指标;通信相关,网络传输过程中数据包丢失导致语音卡顿或视频缓冲,dictionary_v1,2025-09-28
ping值高,High Latency,Symptom,异常现象;性能指标;通信相关,网络延迟高影响实时应用如游戏视频通话体验,dictionary_v1,2025-09-28
网络切换失败,Handover Failure,Symptom,异常现象;性能指标;通信相关,在不同基站或不同网络制式如5G/4G间切换时失败,dictionary_v1,2025-09-28
Wi-Fi断流,Wi-Fi Disconnection,Symptom,异常现象;性能指标;通信相关,Wi-Fi连接看似正常但数据流量间歇性中断,dictionary_v1,2025-09-28
蓝牙配对不稳定,Bluetooth Pairing Instability,Symptom,异常现象;性能指标;通信相关,蓝牙设备频繁断开连接或需要重新配对,dictionary_v1,2025-09-28
GPS定位漂移,GPS Drift,Symptom,异常现象;性能指标;通信相关,静止时GPS定位点在一定范围内无规律移动,dictionary_v1,2025-09-28
接口腐蚀,Interface Corrosion,Symptom,可靠性;异常现象;硬件相关,接口金属触点因汗液潮湿等环境因素发生氧化或电化学腐蚀,dictionary_v1,2025-09-28
